dayofweek,home_team,score,away_team,home_goals,away_goals,result,home_goals_total_home,away_goals_total_home,home_conceded_home,away_conceded_home,goalsScored_home,goalsConceded_home,home_goals_total_away,away_goals_total_away,home_conceded_away,away_conceded_away,goalsScored_away,goalsConceded_away
Sáb,Necaxa,0–1,América,0,1,0,181,164,174,202,345,376,363,310,198,246,673,444
Sáb,FC Juárez,0–1,UNAM,0,1,0,96,71,107,145,167,252,294,206,204,301,500,505
Dom,UANL,2–0,Tijuana,2,0,1,367,253,189,214,620,403,247,160,200,308,407,508
Dom,Santos,3–1,Pachuca,3,1,1,321,220,214,297,541,511,329,249,197,272,578,469
Mié,Toluca,2–2,Monterrey,2,2,-1,332,212,216,283,544,499,354,254,181,257,608,438
Mié,Tijuana,1–1,Atlético,1,1,-1,247,160,200,308,407,508,109,106,136,150,215,286
Jue,Pachuca,2–1,UANL,2,1,1,329,249,197,272,578,469,367,253,189,214,620,403
Jue,Atlas,2–1,Necaxa,2,1,1,198,201,207,268,399,475,181,164,174,202,345,376
Sáb,Atlético,2–0,León,2,0,1,109,106,136,150,215,286,332,240,225,278,572,503
Vie,Puebla,2–2,UNAM,2,2,-1,242,188,242,271,430,513,294,206,204,301,500,505
Vie,Mazatlán,1–1,Cruz Azul,1,1,-1,90,76,96,137,166,233,264,211,193,227,475,420
Sáb,Toluca,1–1,Guadalajara,1,1,-1,332,212,216,283,544,499,233,212,204,222,445,426
Sáb,Monterrey,1–0,Santos,1,0,1,354,254,181,257,608,438,321,220,214,297,541,511
Sáb,América,3–0,FC Juárez,3,0,1,363,310,198,246,673,444,96,71,107,145,167,252
Dom,Querétaro,0–1,UANL,0,1,0,215,184,206,294,399,500,367,253,189,214,620,403
Lun,Pachuca,0–0,Tijuana,0,0,-1,329,249,197,272,578,469,247,160,200,308,407,508
Mié,Guadalajara,1–3,Monterrey,1,3,0,233,212,204,222,445,426,354,254,181,257,608,438
Jue,Atlas,1–2,Mazatlán,1,2,0,198,201,207,268,399,475,90,76,96,137,166,233
Sáb,León,0–1,Puebla,0,1,0,332,240,225,278,572,503,242,188,242,271,430,513
Vie,Necaxa,4–2,Atlético,4,2,1,181,164,174,202,345,376,109,106,136,150,215,286
Vie,Tijuana,1–3,América,1,3,0,247,160,200,308,407,508,363,310,198,246,673,444
Vie,FC Juárez,1–2,Pachuca,1,2,0,96,71,107,145,167,252,329,249,197,272,578,469
Dom,UNAM,2–0,Monterrey,2,0,1,294,206,204,301,500,505,354,254,181,257,608,438
Sáb,Santos,1–1,Querétaro,1,1,-1,321,220,214,297,541,511,215,184,206,294,399,500
Sáb,UANL,3–0,Toluca,3,0,1,367,253,189,214,620,403,332,212,216,283,544,499
Sáb,Cruz Azul,0–1,Guadalajara,0,1,0,264,211,193,227,475,420,233,212,204,222,445,426
Mar,Pachuca,1–0,Puebla,1,0,1,329,249,197,272,578,469,242,188,242,271,430,513
Mar,Necaxa,2–0,UANL,2,0,1,181,164,174,202,345,376,367,253,189,214,620,403
Mar,Mazatlán,1–0,Santos,1,0,1,90,76,96,137,166,233,321,220,214,297,541,511
Mar,Guadalajara,2–1,Tijuana,2,1,1,233,212,204,222,445,426,247,160,200,308,407,508
Mar,Toluca,0–1,FC Juárez,0,1,0,332,212,216,283,544,499,96,71,107,145,167,252
Mié,Atlético,2–0,UNAM,2,0,1,109,106,136,150,215,286,294,206,204,301,500,505
Mié,América,2–0,León,2,0,1,363,310,198,246,673,444,332,240,225,278,572,503
Mié,Monterrey,0–0,Atlas,0,0,-1,354,254,181,257,608,438,198,201,207,268,399,475
Jue,Querétaro,0–1,Cruz Azul,0,1,0,215,184,206,294,399,500,264,211,193,227,475,420
Sáb,Pachuca,3–0,Monterrey,3,0,1,329,249,197,272,578,469,354,254,181,257,608,438
Vie,Puebla,0–1,Necaxa,0,1,0,242,188,242,271,430,513,181,164,174,202,345,376
Vie,FC Juárez,0–2,Mazatlán,0,2,0,96,71,107,145,167,252,90,76,96,137,166,233
Dom,Toluca,2–4,Atlas,2,4,0,332,212,216,283,544,499,198,201,207,268,399,475
Dom,Cruz Azul,0–1,Atlético,0,1,0,264,211,193,227,475,420,109,106,136,150,215,286
Sáb,UANL,0–2,América,0,2,0,367,253,189,214,620,403,363,310,198,246,673,444
Sáb,Guadalajara,3–1,UNAM,3,1,1,233,212,204,222,445,426,294,206,204,301,500,505
Dom,Santos,1–1,León,1,1,-1,321,220,214,297,541,511,332,240,225,278,572,503
Dom,Tijuana,2–2,Querétaro,2,2,-1,247,160,200,308,407,508,215,184,206,294,399,500
Sáb,Querétaro,4–0,FC Juárez,4,0,1,215,184,206,294,399,500,96,71,107,145,167,252
Vie,Necaxa,0–1,Guadalajara,0,1,0,181,164,174,202,345,376,233,212,204,222,445,426
Vie,Mazatlán,2–1,Puebla,2,1,1,90,76,96,137,166,233,242,188,242,271,430,513
Dom,UNAM,2–0,Pachuca,2,0,1,294,206,204,301,500,505,329,249,197,272,578,469
Dom,Atlético,1–3,Santos,1,3,0,109,106,136,150,215,286,321,220,214,297,541,511
Sáb,Atlas,1–1,UANL,1,1,-1,198,201,207,268,399,475,367,253,189,214,620,403
Sáb,Monterrey,2–0,Tijuana,2,0,1,354,254,181,257,608,438,247,160,200,308,407,508
Sáb,América,0–0,Cruz Azul,0,0,-1,363,310,198,246,673,444,264,211,193,227,475,420
Dom,León,4–4,Toluca,4,4,-1,332,240,225,278,572,503,332,212,216,283,544,499
Sáb,Cruz Azul,1–1,Necaxa,1,1,-1,264,211,193,227,475,420,181,164,174,202,345,376
Dom,Puebla,2–2,Mazatlán,2,2,-1,242,188,242,271,430,513,90,76,96,137,166,233
Sáb,Monterrey,2–2,Atlético,2,2,-1,354,254,181,257,608,438,109,106,136,150,215,286
Dom,Guadalajara,4–1,UNAM,4,1,1,233,212,204,222,445,426,294,206,204,301,500,505
Mié,Atlético,2–2,Pachuca,2,2,-1,109,106,136,150,215,286,329,249,197,272,578,469
Mié,Puebla,1–1,América,1,1,-1,242,188,242,271,430,513,363,310,198,246,673,444
Jue,Cruz Azul,0–1,UANL,0,1,0,264,211,193,227,475,420,367,253,189,214,620,403
Jue,Guadalajara,1–2,Atlas,1,2,0,233,212,204,222,445,426,198,201,207,268,399,475
Sáb,América,3–2,Puebla,3,2,1,363,310,198,246,673,444,242,188,242,271,430,513
Dom,Atlas,1–1,Guadalajara,1,1,-1,198,201,207,268,399,475,233,212,204,222,445,426
Sáb,Pachuca,3–2,Atlético,3,2,1,329,249,197,272,578,469,109,106,136,150,215,286
Dom,UANL,0–1,Cruz Azul,0,1,0,367,253,189,214,620,403,264,211,193,227,475,420
Mié,Atlas,3–0,UANL,3,0,1,198,201,207,268,399,475,367,253,189,214,620,403
Jue,América,1–1,Pachuca,1,1,-1,363,310,198,246,673,444,329,249,197,272,578,469
Sáb,UANL,4–2,Atlas,4,2,1,367,253,189,214,620,403,198,201,207,268,399,475
Dom,Pachuca,3–0,América,3,0,1,329,249,197,272,578,469,363,310,198,246,673,444
Jue,Atlas,2–0,Pachuca,2,0,1,198,201,207,268,399,475,329,249,197,272,578,469
Dom,Pachuca,2–1,Atlas,2,1,1,329,249,197,272,578,469,198,201,207,268,399,475
Sáb,Necaxa,1–3,Toluca,1,3,0,181,164,174,202,345,376,332,212,216,283,544,499
Sáb,Guadalajara,0–0,FC Juárez,0,0,-1,233,212,204,222,445,426,96,71,107,145,167,252
Vie,Mazatlán,2–4,Puebla,2,4,0,90,76,96,137,166,233,242,188,242,271,430,513
Dom,UNAM,1–1,Tijuana,1,1,-1,294,206,204,301,500,505,247,160,200,308,407,508
Dom,Atlético,1–2,León,1,2,0,109,106,136,150,215,286,332,240,225,278,572,503
Sáb,UANL,2–3,Cruz Azul,2,3,0,367,253,189,214,620,403,264,211,193,227,475,420
Sáb,América,0–0,Atlas,0,0,-1,363,310,198,246,673,444,198,201,207,268,399,475
Dom,Santos,4–3,Monterrey,4,3,1,321,220,214,297,541,511,354,254,181,257,608,438
Lun,Pachuca,2–0,Querétaro,2,0,1,329,249,197,272,578,469,215,184,206,294,399,500
Vie,Mazatlán,0–1,UANL,0,1,0,90,76,96,137,166,233,367,253,189,214,620,403
Vie,Tijuana,0–2,FC Juárez,0,2,0,247,160,200,308,407,508,96,71,107,145,167,252
Vie,Puebla,1–0,Santos,1,0,1,242,188,242,271,430,513,321,220,214,297,541,511
Dom,Toluca,3–2,Atlas,3,2,1,332,212,216,283,544,499,198,201,207,268,399,475
Dom,Querétaro,1–2,Necaxa,1,2,0,215,184,206,294,399,500,181,164,174,202,345,376
Sáb,León,3–3,UNAM,3,3,-1,332,240,225,278,572,503,294,206,204,301,500,505
Sáb,Guadalajara,0–1,Atlético,0,1,0,233,212,204,222,445,426,109,106,136,150,215,286
Sáb,Monterrey,3–2,América,3,2,1,354,254,181,257,608,438,363,310,198,246,673,444
Sáb,Cruz Azul,1–2,Pachuca,1,2,0,264,211,193,227,475,420,329,249,197,272,578,469
Mié,América,1–0,Toluca,1,0,1,363,310,198,246,673,444,332,212,216,283,544,499
Sáb,Atlas,3–2,Cruz Azul,3,2,1,198,201,207,268,399,475,264,211,193,227,475,420
Vie,Puebla,1–1,León,1,1,-1,242,188,242,271,430,513,332,240,225,278,572,503
Vie,FC Juárez,1–1,Querétaro,1,1,-1,96,71,107,145,167,252,215,184,206,294,399,500
Dom,UNAM,1–0,Necaxa,1,0,1,294,206,204,301,500,505,181,164,174,202,345,376
Dom,Atlético,0–1,Monterrey,0,1,0,109,106,136,150,215,286,354,254,181,257,608,438
Sáb,Santos,1–1,Guadalajara,1,1,-1,321,220,214,297,541,511,233,212,204,222,445,426
Dom,UANL,1–0,Tijuana,1,0,1,367,253,189,214,620,403,247,160,200,308,407,508
Lun,Pachuca,1–1,Mazatlán,1,1,-1,329,249,197,272,578,469,90,76,96,137,166,233
Mié,Guadalajara,0–0,León,0,0,-1,233,212,204,222,445,426,332,240,225,278,572,503
Jue,Querétaro,0–3,Monterrey,0,3,0,215,184,206,294,399,500,354,254,181,257,608,438
Sáb,Toluca,2–1,Santos,2,1,1,332,212,216,283,544,499,321,220,214,297,541,511
Vie,Mazatlán,1–1,Atlético,1,1,-1,90,76,96,137,166,233,109,106,136,150,215,286
Vie,Necaxa,1–0,FC Juárez,1,0,1,181,164,174,202,345,376,96,71,107,145,167,252
Sáb,Tijuana,2–0,América,2,0,1,247,160,200,308,407,508,363,310,198,246,673,444
Sáb,Cruz Azul,2–2,Puebla,2,2,-1,264,211,193,227,475,420,242,188,242,271,430,513
Sáb,UANL,2–0,Atlas,2,0,1,367,253,189,214,620,403,198,201,207,268,399,475
Dom,Pachuca,0–0,UNAM,0,0,-1,329,249,197,272,578,469,294,206,204,301,500,505
Mar,FC Juárez,0–1,UANL,0,1,0,96,71,107,145,167,252,367,253,189,214,620,403
Mar,Monterrey,1–0,Puebla,1,0,1,354,254,181,257,608,438,242,188,242,271,430,513
Mar,Atlas,1–2,Tijuana,1,2,0,198,201,207,268,399,475,247,160,200,308,407,508
Mar,Atlético,0–0,Cruz Azul,0,0,-1,109,106,136,150,215,286,264,211,193,227,475,420
Mar,León,0–1,Toluca,0,1,0,332,240,225,278,572,503,332,212,216,283,544,499
Mié,Necaxa,2–0,Pachuca,2,0,1,181,164,174,202,345,376,329,249,197,272,578,469
Mié,Querétaro,2–2,Guadalajara,2,2,-1,215,184,206,294,399,500,233,212,204,222,445,426
Mié,UNAM,1–1,Mazatlán,1,1,-1,294,206,204,301,500,505,90,76,96,137,166,233
Sáb,Cruz Azul,1–0,Necaxa,1,0,1,264,211,193,227,475,420,181,164,174,202,345,376
Vie,FC Juárez,1–1,Toluca,1,1,-1,96,71,107,145,167,252,332,212,216,283,544,499
Dom,UNAM,1–1,Monterrey,1,1,-1,294,206,204,301,500,505,354,254,181,257,608,438
Sáb,Tijuana,2–0,Mazatlán,2,0,1,247,160,200,308,407,508,90,76,96,137,166,233
Sáb,UANL,2–1,Querétaro,2,1,1,367,253,189,214,620,403,215,184,206,294,399,500
Sáb,Guadalajara,0–0,Pachuca,0,0,-1,233,212,204,222,445,426,329,249,197,272,578,469
Sáb,Puebla,0–0,Atlético,0,0,-1,242,188,242,271,430,513,109,106,136,150,215,286
Dom,Santos,1–0,Atlas,1,0,1,321,220,214,297,541,511,198,201,207,268,399,475
Dom,León,3–2,América,3,2,1,332,240,225,278,572,503,363,310,198,246,673,444
Mar,Toluca,1–1,Puebla,1,1,-1,332,212,216,283,544,499,242,188,242,271,430,513
Mié,FC Juárez,1–1,Atlético,1,1,-1,96,71,107,145,167,252,109,106,136,150,215,286
Jue,Atlas,3–1,Querétaro,3,1,1,198,201,207,268,399,475,215,184,206,294,399,500
Vie,Mazatlán,2–1,Guadalajara,2,1,1,90,76,96,137,166,233,233,212,204,222,445,426
Dom,Toluca,3–1,Tijuana,3,1,1,332,212,216,283,544,499,247,160,200,308,407,508
Dom,Atlético,1–2,Necaxa,1,2,0,109,106,136,150,215,286,181,164,174,202,345,376
Dom,Pachuca,2–0,UANL,2,0,1,329,249,197,272,578,469,367,253,189,214,620,403
Sáb,Monterrey,5–1,León,5,1,1,354,254,181,257,608,438,332,240,225,278,572,503
Sáb,Santos,4–0,Cruz Azul,4,0,1,321,220,214,297,541,511,264,211,193,227,475,420
Dom,América,2–1,FC Juárez,2,1,1,363,310,198,246,673,444,96,71,107,145,167,252
Jue,Querétaro,1–1,Atlético,1,1,-1,215,184,206,294,399,500,109,106,136,150,215,286
Sáb,León,0–3,Mazatlán,0,3,0,332,240,225,278,572,503,90,76,96,137,166,233
Vie,Tijuana,3–3,Puebla,3,3,-1,247,160,200,308,407,508,242,188,242,271,430,513
Vie,Necaxa,1–2,Monterrey,1,2,0,181,164,174,202,345,376,354,254,181,257,608,438
Dom,Cruz Azul,2–3,Toluca,2,3,0,264,211,193,227,475,420,332,212,216,283,544,499
Sáb,UNAM,0–3,América,0,3,0,294,206,204,301,500,505,363,310,198,246,673,444
Sáb,Guadalajara,1–1,Atlas,1,1,-1,233,212,204,222,445,426,198,201,207,268,399,475
Dom,UANL,2–0,Santos,2,0,1,367,253,189,214,620,403,321,220,214,297,541,511
Mar,Mazatlán,1–1,Querétaro,1,1,-1,90,76,96,137,166,233,215,184,206,294,399,500
Mar,Atlas,0–1,FC Juárez,0,1,0,198,201,207,268,399,475,96,71,107,145,167,252
Mar,Puebla,2–2,Necaxa,2,2,-1,242,188,242,271,430,513,181,164,174,202,345,376
Mié,Toluca,1–1,Monterrey,1,1,-1,332,212,216,283,544,499,354,254,181,257,608,438
Mié,Pachuca,0–3,América,0,3,0,329,249,197,272,578,469,363,310,198,246,673,444
Mié,Cruz Azul,1–2,Tijuana,1,2,0,264,211,193,227,475,420,247,160,200,308,407,508
Jue,Santos,2–1,León,2,1,1,321,220,214,297,541,511,332,240,225,278,572,503
Jue,Atlético,3–2,UNAM,3,2,1,109,106,136,150,215,286,294,206,204,301,500,505
Sáb,Querétaro,2–0,Tijuana,2,0,1,215,184,206,294,399,500,247,160,200,308,407,508
Vie,Necaxa,0–4,Guadalajara,0,4,0,181,164,174,202,345,376,233,212,204,222,445,426
Dom,UNAM,1–5,Santos,1,5,0,294,206,204,301,500,505,321,220,214,297,541,511
Dom,Atlético,1–0,Toluca,1,0,1,109,106,136,150,215,286,332,212,216,283,544,499
Sáb,Atlas,1–1,Puebla,1,1,-1,198,201,207,268,399,475,242,188,242,271,430,513
Sáb,Monterrey,0–0,UANL,0,0,-1,354,254,181,257,608,438,367,253,189,214,620,403
Sáb,FC Juárez,1–1,Mazatlán,1,1,-1,96,71,107,145,167,252,90,76,96,137,166,233
Sáb,América,7–0,Cruz Azul,7,0,1,363,310,198,246,673,444,264,211,193,227,475,420
Dom,Pachuca,1–0,León,1,0,1,329,249,197,272,578,469,332,240,225,278,572,503
Mar,Guadalajara,1–0,Monterrey,1,0,1,233,212,204,222,445,426,354,254,181,257,608,438
Mar,Querétaro,0–1,América,0,1,0,215,184,206,294,399,500,363,310,198,246,673,444
Mié,UNAM,1–1,UANL,1,1,-1,294,206,204,301,500,505,367,253,189,214,620,403
Jue,Pachuca,3–1,Atlas,3,1,1,329,249,197,272,578,469,198,201,207,268,399,475
Jue,Tijuana,0–2,Santos,0,2,0,247,160,200,308,407,508,321,220,214,297,541,511
Sáb,Cruz Azul,2–1,Querétaro,2,1,1,264,211,193,227,475,420,215,184,206,294,399,500
Vie,Puebla,2–2,FC Juárez,2,2,-1,242,188,242,271,430,513,96,71,107,145,167,252
Vie,Mazatlán,1–3,América,1,3,0,90,76,96,137,166,233,363,310,198,246,673,444
Dom,Toluca,1–4,Pachuca,1,4,0,332,212,216,283,544,499,329,249,197,272,578,469
Sáb,UANL,0–0,Necaxa,0,0,-1,367,253,189,214,620,403,181,164,174,202,345,376
Sáb,Guadalajara,3–1,UNAM,3,1,1,233,212,204,222,445,426,294,206,204,301,500,505
Dom,León,4–2,Atlas,4,2,1,332,240,225,278,572,503,198,201,207,268,399,475
Dom,Tijuana,0–3,Monterrey,0,3,0,247,160,200,308,407,508,354,254,181,257,608,438
Dom,Santos,4–1,Atlético,4,1,1,321,220,214,297,541,511,109,106,136,150,215,286
Jue,Atlético,0–0,Tijuana,0,0,-1,109,106,136,150,215,286,247,160,200,308,407,508
Jue,Querétaro,1–1,Puebla,1,1,-1,215,184,206,294,399,500,242,188,242,271,430,513
Sáb,Pachuca,2–0,Santos,2,0,1,329,249,197,272,578,469,321,220,214,297,541,511
Vie,Necaxa,3–2,León,3,2,1,181,164,174,202,345,376,332,240,225,278,572,503
Vie,FC Juárez,2–2,Cruz Azul,2,2,-1,96,71,107,145,167,252,264,211,193,227,475,420
Dom,Toluca,0–0,Guadalajara,0,0,-1,332,212,216,283,544,499,233,212,204,222,445,426
Sáb,Atlas,0–0,UNAM,0,0,-1,198,201,207,268,399,475,294,206,204,301,500,505
Sáb,Monterrey,0–0,Mazatlán,0,0,-1,354,254,181,257,608,438,90,76,96,137,166,233
Sáb,América,2–1,UANL,2,1,1,363,310,198,246,673,444,367,253,189,214,620,403
Mar,León,1–0,FC Juárez,1,0,1,332,240,225,278,572,503,96,71,107,145,167,252
Mar,Santos,3–1,Necaxa,3,1,1,321,220,214,297,541,511,181,164,174,202,345,376
Mar,América,3–0,Atlético,3,0,1,363,310,198,246,673,444,109,106,136,150,215,286
Mar,Monterrey,3–2,Cruz Azul,3,2,1,354,254,181,257,608,438,264,211,193,227,475,420
Mié,Puebla,2–2,Pachuca,2,2,-1,242,188,242,271,430,513,329,249,197,272,578,469
Mié,UANL,3–1,Toluca,3,1,1,367,253,189,214,620,403,332,212,216,283,544,499
Mié,Tijuana,1–2,Guadalajara,1,2,0,247,160,200,308,407,508,233,212,204,222,445,426
Mié,Mazatlán,1–0,Atlas,1,0,1,90,76,96,137,166,233,198,201,207,268,399,475
Mié,UNAM,4–1,Querétaro,4,1,1,294,206,204,301,500,505,215,184,206,294,399,500
Sáb,Querétaro,3–3,Santos,3,3,-1,215,184,206,294,399,500,321,220,214,297,541,511
Vie,FC Juárez,0–1,Monterrey,0,1,0,96,71,107,145,167,252,354,254,181,257,608,438
Dom,Cruz Azul,2–0,Mazatlán,2,0,1,264,211,193,227,475,420,90,76,96,137,166,233
Dom,Atlas,1–3,Atlético,1,3,0,198,201,207,268,399,475,109,106,136,150,215,286
Sáb,Necaxa,1–2,América,1,2,0,181,164,174,202,345,376,363,310,198,246,673,444
Sáb,UANL,0–1,León,0,1,0,367,253,189,214,620,403,332,240,225,278,572,503
Sáb,Guadalajara,1–0,Puebla,1,0,1,233,212,204,222,445,426,242,188,242,271,430,513
Sáb,Toluca,2–2,UNAM,2,2,-1,332,212,216,283,544,499,294,206,204,301,500,505
Dom,Pachuca,6–1,Tijuana,6,1,1,329,249,197,272,578,469,247,160,200,308,407,508
Mar,Guadalajara,1–4,UANL,1,4,0,233,212,204,222,445,426,367,253,189,214,620,403
Mié,FC Juárez,2–1,Pachuca,2,1,1,96,71,107,145,167,252,329,249,197,272,578,469
Mié,América,3–3,Santos,3,3,-1,363,310,198,246,673,444,321,220,214,297,541,511
Jue,Cruz Azul,2–1,León,2,1,1,264,211,193,227,475,420,332,240,225,278,572,503
Vie,Puebla,2–1,UANL,2,1,1,242,188,242,271,430,513,367,253,189,214,620,403
Vie,Mazatlán,1–1,Toluca,1,1,-1,90,76,96,137,166,233,332,212,216,283,544,499
Dom,UNAM,1–2,Cruz Azul,1,2,0,294,206,204,301,500,505,264,211,193,227,475,420
Sáb,Monterrey,2–0,Atlas,2,0,1,354,254,181,257,608,438,198,201,207,268,399,475
Sáb,América,2–1,Guadalajara,2,1,1,363,310,198,246,673,444,233,212,204,222,445,426
Dom,Santos,2–0,FC Juárez,2,0,1,321,220,214,297,541,511,96,71,107,145,167,252
Dom,León,3–1,Querétaro,3,1,1,332,240,225,278,572,503,215,184,206,294,399,500
Dom,Tijuana,1–1,Necaxa,1,1,-1,247,160,200,308,407,508,181,164,174,202,345,376
Dom,Atlético,1–2,Pachuca,1,2,0,109,106,136,150,215,286,329,249,197,272,578,469
Vie,Necaxa,2–2,Mazatlán,2,2,-1,181,164,174,202,345,376,90,76,96,137,166,233
Vie,Puebla,2–1,UNAM,2,1,1,242,188,242,271,430,513,294,206,204,301,500,505
Sáb,Atlético,0–3,UANL,0,3,0,109,106,136,150,215,286,367,253,189,214,620,403
Sáb,Monterrey,0–0,Pachuca,0,0,-1,354,254,181,257,608,438,329,249,197,272,578,469
Vie,Puebla,1–2,América,1,2,0,242,188,242,271,430,513,363,310,198,246,673,444
Vie,FC Juárez,3–1,UNAM,3,1,1,96,71,107,145,167,252,294,206,204,301,500,505
Dom,Toluca,4–1,Querétaro,4,1,1,332,212,216,283,544,499,215,184,206,294,399,500
Dom,Santos,3–0,Mazatlán,3,0,1,321,220,214,297,541,511,90,76,96,137,166,233
Sáb,Atlas,1–0,Necaxa,1,0,1,198,201,207,268,399,475,181,164,174,202,345,376
Sáb,Cruz Azul,2–1,Guadalajara,2,1,1,264,211,193,227,475,420,233,212,204,222,445,426
Dom,León,2–2,Tijuana,2,2,-1,332,240,225,278,572,503,247,160,200,308,407,508
Dom,Toluca,3–0,FC Juárez,3,0,1,332,212,216,283,544,499,96,71,107,145,167,252
Dom,Puebla,1–1,Guadalajara,1,1,-1,242,188,242,271,430,513,233,212,204,222,445,426
Sáb,UANL,2–0,Necaxa,2,0,1,367,253,189,214,620,403,181,164,174,202,345,376
Sáb,Cruz Azul,1–0,León,1,0,1,264,211,193,227,475,420,332,240,225,278,572,503
Mié,Puebla,1–6,América,1,6,0,242,188,242,271,430,513,363,310,198,246,673,444
Mié,Cruz Azul,0–0,Monterrey,0,0,-1,264,211,193,227,475,420,354,254,181,257,608,438
Jue,Toluca,4–3,Santos,4,3,1,332,212,216,283,544,499,321,220,214,297,541,511
Jue,UANL,1–0,Pachuca,1,0,1,367,253,189,214,620,403,329,249,197,272,578,469
Sáb,Monterrey,3–0,Cruz Azul,3,0,1,354,254,181,257,608,438,264,211,193,227,475,420
Sáb,América,5–1,Puebla,5,1,1,363,310,198,246,673,444,242,188,242,271,430,513
Dom,Santos,1–2,Toluca,1,2,0,321,220,214,297,541,511,332,212,216,283,544,499
Dom,Pachuca,2–1,UANL,2,1,1,329,249,197,272,578,469,367,253,189,214,620,403
Mié,Toluca,2–1,América,2,1,1,332,212,216,283,544,499,363,310,198,246,673,444
Jue,Pachuca,5–2,Monterrey,5,2,1,329,249,197,272,578,469,354,254,181,257,608,438
Sáb,América,1–1,Toluca,1,1,-1,363,310,198,246,673,444,332,212,216,283,544,499
Dom,Monterrey,0–1,Pachuca,0,1,0,354,254,181,257,608,438,329,249,197,272,578,469
Jue,Toluca,1–5,Pachuca,1,5,0,332,212,216,283,544,499,329,249,197,272,578,469
Dom,Pachuca,3–1,Toluca,3,1,1,329,249,197,272,578,469,332,212,216,283,544,499
Sáb,América,0–0,Querétaro,0,0,-1,363,310,198,246,673,444,215,184,206,294,399,500
Vie,Necaxa,2–3,Atlético,2,3,0,181,164,174,202,345,376,109,106,136,150,215,286
Dom,UNAM,2–1,FC Juárez,2,1,1,294,206,204,301,500,505,96,71,107,145,167,252
Sáb,Monterrey,0–1,Guadalajara,0,1,0,354,254,181,257,608,438,233,212,204,222,445,426
Dom,Santos,0–3,UANL,0,3,0,321,220,214,297,541,511,367,253,189,214,620,403
Dom,Tijuana,1–1,Cruz Azul,1,1,-1,247,160,200,308,407,508,264,211,193,227,475,420
Lun,Pachuca,5–1,Puebla,5,1,1,329,249,197,272,578,469,242,188,242,271,430,513
Jue,Atlas,2–1,Mazatlán,2,1,1,198,201,207,268,399,475,90,76,96,137,166,233
Sáb,Cruz Azul,2–3,Monterrey,2,3,0,264,211,193,227,475,420,354,254,181,257,608,438
Vie,Atlético,0–0,Guadalajara,0,0,-1,109,106,136,150,215,286,233,212,204,222,445,426
Vie,Puebla,2–0,Querétaro,2,0,1,242,188,242,271,430,513,215,184,206,294,399,500
Sáb,FC Juárez,3–0,Tijuana,3,0,1,96,71,107,145,167,252,247,160,200,308,407,508
Sáb,Toluca,2–2,América,2,2,-1,332,212,216,283,544,499,363,310,198,246,673,444
Sáb,Santos,3–0,UNAM,3,0,1,321,220,214,297,541,511,294,206,204,301,500,505
Dom,UANL,4–1,Pachuca,4,1,1,367,253,189,214,620,403,329,249,197,272,578,469
Lun,León,2–1,Necaxa,2,1,1,332,240,225,278,572,503,181,164,174,202,345,376
Sáb,Monterrey,3–1,Atlético,3,1,1,354,254,181,257,608,438,109,106,136,150,215,286
Vie,Tijuana,1–1,UANL,1,1,-1,247,160,200,308,407,508,367,253,189,214,620,403
Vie,Mazatlán,1–2,Santos,1,2,0,90,76,96,137,166,233,321,220,214,297,541,511
Dom,UNAM,4–1,León,4,1,1,294,206,204,301,500,505,332,240,225,278,572,503
Dom,Querétaro,3–3,Atlas,3,3,-1,215,184,206,294,399,500,198,201,207,268,399,475
Sáb,América,2–2,Puebla,2,2,-1,363,310,198,246,673,444,242,188,242,271,430,513
Sáb,Guadalajara,1–2,Toluca,1,2,0,233,212,204,222,445,426,332,212,216,283,544,499
Sáb,Necaxa,1–0,Cruz Azul,1,0,1,181,164,174,202,345,376,264,211,193,227,475,420
Dom,Pachuca,4–1,FC Juárez,4,1,1,329,249,197,272,578,469,96,71,107,145,167,252
Jue,Atlas,2–2,Santos,2,2,-1,198,201,207,268,399,475,321,220,214,297,541,511
Vie,Tijuana,0–0,UNAM,0,0,-1,247,160,200,308,407,508,294,206,204,301,500,505
Vie,Puebla,1–2,Monterrey,1,2,0,242,188,242,271,430,513,354,254,181,257,608,438
Dom,Toluca,0–0,León,0,0,-1,332,212,216,283,544,499,332,240,225,278,572,503
Sáb,UANL,0–0,Atlético,0,0,-1,367,253,189,214,620,403,109,106,136,150,215,286
Sáb,FC Juárez,1–2,Guadalajara,1,2,0,96,71,107,145,167,252,233,212,204,222,445,426
Sáb,América,6–0,Mazatlán,6,0,1,363,310,198,246,673,444,90,76,96,137,166,233
Dom,Pachuca,2–1,Necaxa,2,1,1,329,249,197,272,578,469,181,164,174,202,345,376
Mié,Atlas,0–0,Toluca,0,0,-1,198,201,207,268,399,475,332,212,216,283,544,499
Jue,Atlético,2–0,Puebla,2,0,1,109,106,136,150,215,286,242,188,242,271,430,513
